ensemblid	gene.name	chromosome	start_peak	end_peak	gene.regulation
ENSG00000184995	IFNE	9	21549293	21549893	NA
ENSG00000184995	IFNE	9	21548579	21548810	NA
ENSG00000120160	EQTN	9	27379801	27380005	NA
ENSG00000120162	MOB3B	9	27436292	27436661	NA
ENSG00000120162	MOB3B	9	27539668	27540035	NA
ENSG00000147896	IFNK	9	27436292	27436661	NA
ENSG00000147896	IFNK	9	27539668	27540035	NA
ENSG00000147894	C9orf72	9	27539668	27540035	NA
ENSG00000122692	SMU1	9	33156900	33157087	NA
ENSG00000122692	SMU1	9	33162711	33163318	NA
ENSG00000086062	B4GALT1	9	33156900	33157087	NA
ENSG00000086062	B4GALT1	9	33162711	33163318	NA
ENSG00000086062	B4GALT1	9	33234081	33234302	NA
ENSG00000122711	SPINK4	9	33156900	33157087	NA
ENSG00000122711	SPINK4	9	33162711	33163318	NA
ENSG00000122711	SPINK4	9	33234081	33234302	NA
ENSG00000107262	BAG1	9	33234081	33234302	NA
ENSG00000107262	BAG1	9	33330066	33330329	NA
ENSG00000107262	BAG1	9	33329170	33329419	NA
ENSG00000086065	CHMP5	9	33234081	33234302	NA
ENSG00000086065	CHMP5	9	33330066	33330329	NA
ENSG00000086065	CHMP5	9	33329170	33329419	NA
ENSG00000086102	NFX1	9	33234081	33234302	NA
ENSG00000086102	NFX1	9	33330066	33330329	NA
ENSG00000086102	NFX1	9	33329170	33329419	NA
ENSG00000165269	AQP7	9	33330066	33330329	NA
ENSG00000165269	AQP7	9	33329170	33329419	NA
ENSG00000165269	AQP7	9	33415639	33415811	NA
ENSG00000165269	AQP7	9	33431453	33431708	NA
ENSG00000165272	AQP3	9	33415639	33415811	NA
ENSG00000165272	AQP3	9	33431453	33431708	NA
ENSG00000165271	NOL6	9	33415639	33415811	NA
ENSG00000165271	NOL6	9	33431453	33431708	NA
ENSG00000230453	ANKRD18B	9	33431453	33431708	NA
ENSG00000198876	DCAF12	9	34158448	34158708	NA
ENSG00000198876	DCAF12	9	34163527	34163876	NA
ENSG00000198876	DCAF12	9	34162710	34163071	NA
ENSG00000198876	DCAF12	9	34186226	34186448	NA
ENSG00000165006	UBAP1	9	34158448	34158708	NA
ENSG00000165006	UBAP1	9	34163527	34163876	NA
ENSG00000165006	UBAP1	9	34162710	34163071	NA
ENSG00000165006	UBAP1	9	34186226	34186448	NA
ENSG00000198853	RUSC2	9	35470886	35471275	NA
ENSG00000198853	RUSC2	9	35510967	35511537	NA
ENSG00000198853	RUSC2	9	35518109	35518508	NA
ENSG00000198853	RUSC2	9	35526409	35526718	NA
ENSG00000215187	FAM166B	9	35470886	35471275	NA
ENSG00000215187	FAM166B	9	35510967	35511537	NA
ENSG00000215187	FAM166B	9	35518109	35518508	NA
ENSG00000215187	FAM166B	9	35526409	35526718	NA
ENSG00000107140	TESK1	9	35510967	35511537	NA
ENSG00000107140	TESK1	9	35518109	35518508	NA
ENSG00000107140	TESK1	9	35526409	35526718	NA
ENSG00000137098	SPAG8	9	35907842	35908202	NA
ENSG00000137133	HINT2	9	35907842	35908202	NA
ENSG00000137103	TMEM8B	9	35907842	35908202	NA
ENSG00000204930	FAM221B	9	35907842	35908202	NA
ENSG00000168828	OR13J1	9	35907842	35908202	NA
ENSG00000278889	OR2S2	9	35907842	35908202	NA
ENSG00000137106	GRHPR	9	37418189	37418476	NA
ENSG00000168795	ZBTB5	9	37418189	37418476	NA
ENSG00000137054	POLR1E	9	37418189	37418476	NA
ENSG00000255872	AL138752.2	9	38020356	38020665	NA
ENSG00000122696	SLC25A51	9	37908676	37909036	NA
ENSG00000107338	SHB	9	38020356	38020665	NA
ENSG00000180071	ANKRD18A	9	38682719	38683010	NA
ENSG00000180071	ANKRD18A	9	38713426	38713731	NA
ENSG00000119138	KLF9	9	70419832	70420362	NA
ENSG00000119138	KLF9	9	70419111	70419645	NA
ENSG00000119138	KLF9	9	70438566	70438926	NA
ENSG00000119138	KLF9	9	70480792	70481002	NA
ENSG00000135048	CEMIP2	9	71725979	71726262	NA
ENSG00000135048	CEMIP2	9	71719677	71719946	NA
ENSG00000135048	CEMIP2	9	71742355	71742673	NA
ENSG00000135048	CEMIP2	9	71783262	71783472	NA
ENSG00000107372	ZFAND5	9	72292932	72293597	NA
ENSG00000107372	ZFAND5	9	72294533	72294884	NA
ENSG00000107372	ZFAND5	9	72315660	72316182	NA
ENSG00000107372	ZFAND5	9	72382497	72382984	NA
ENSG00000107372	ZFAND5	9	72396618	72397163	NA
ENSG00000165091	TMC1	9	72557265	72557828	NA
ENSG00000165091	TMC1	9	72586806	72587020	NA
ENSG00000165092	ALDH1A1	9	72987800	72988364	NA
ENSG00000165092	ALDH1A1	9	72983155	72983432	NA
ENSG00000165092	ALDH1A1	9	72983552	72983568	NA
ENSG00000165092	ALDH1A1	9	72982108	72982433	NA
ENSG00000165092	ALDH1A1	9	72997767	72998063	NA
ENSG00000165092	ALDH1A1	9	73039246	73039561	NA
ENSG00000165092	ALDH1A1	9	73050881	73051220	NA
ENSG00000165092	ALDH1A1	9	73133972	73134421	NA
ENSG00000165092	ALDH1A1	9	73179436	73179868	NA
ENSG00000135046	ANXA1	9	73133972	73134421	NA
ENSG00000135046	ANXA1	9	73179436	73179868	NA
ENSG00000135002	RFK	9	76373071	76373449	NA
ENSG00000135002	RFK	9	76375233	76375461	NA
ENSG00000187210	GCNT1	9	76373071	76373449	NA
ENSG00000187210	GCNT1	9	76375233	76375461	NA
ENSG00000204612	FOXB2	9	77063654	77064132	NA
ENSG00000156049	GNA14	9	77732026	77732282	NA
ENSG00000106829	TLE4	9	79489379	79490033	NA
ENSG00000196781	TLE1	9	81656889	81657287	NA
ENSG00000196781	TLE1	9	81655966	81656237	NA
ENSG00000165105	RASEF	9	83130570	83131028	NA
ENSG00000165105	RASEF	9	83119906	83120110	NA
ENSG00000165105	RASEF	9	83132810	83133233	NA
ENSG00000083223	TUT7	9	86405213	86405526	NA
ENSG00000083223	TUT7	9	86405779	86406301	NA
ENSG00000083223	TUT7	9	86406406	86406610	NA
ENSG00000106723	SPIN1	9	88453160	88453415	NA
ENSG00000130045	NXNL2	9	88453160	88453415	NA
ENSG00000187764	SEMA4D	9	89556635	89556898	NA
ENSG00000130222	GADD45G	9	89556635	89556898	NA
ENSG00000198000	NOL8	9	92242341	92242706	NA
ENSG00000198000	NOL8	9	92245527	92245814	NA
ENSG00000188312	CENPP	9	92242341	92242706	NA
ENSG00000188312	CENPP	9	92245527	92245814	NA
ENSG00000148120	AOPEP	9	94783221	94783627	NA
ENSG00000148120	AOPEP	9	94805575	94805855	NA
ENSG00000158169	FANCC	9	95385340	95385628	NA
ENSG00000130958	SLC35D2	9	96405949	96406198	NA
ENSG00000165244	ZNF367	9	96405949	96406198	NA
ENSG00000130956	HABP4	9	96405949	96406198	NA
ENSG00000081377	CDC14B	9	96612156	96612386	NA
ENSG00000158122	PRXL2C	9	96612156	96612386	NA
ENSG00000081386	ZNF510	9	96875076	96875414	NA
ENSG00000188152	NUTM2G	9	96875076	96875414	NA
ENSG00000197816	CCDC180	9	97232201	97232431	NA
ENSG00000095380	NANS	9	98146331	98146752	NA
ENSG00000106785	TRIM14	9	98146331	98146752	NA
ENSG00000106789	CORO2A	9	98146331	98146752	NA
ENSG00000106789	CORO2A	9	98229448	98229677	NA
ENSG00000095383	TBC1D2	9	98229448	98229677	NA
ENSG00000136881	BAAT	9	101315539	101315848	NA
ENSG00000136881	BAAT	9	101315539	101315848	NA
ENSG00000136881	BAAT	9	101323813	101324311	NA
ENSG00000136881	BAAT	9	101323813	101324311	NA
ENSG00000136881	BAAT	9	101324420	101324647	NA
ENSG00000136881	BAAT	9	101324420	101324647	NA
ENSG00000136881	BAAT	9	101326543	101326745	NA
ENSG00000136881	BAAT	9	101326543	101326745	NA
ENSG00000136881	BAAT	9	101353712	101354010	NA
ENSG00000136881	BAAT	9	101353712	101354010	NA
ENSG00000136897	MRPL50	9	101315539	101315848	NA
ENSG00000136897	MRPL50	9	101323813	101324311	NA
ENSG00000136897	MRPL50	9	101324420	101324647	NA
ENSG00000136897	MRPL50	9	101326543	101326745	NA
ENSG00000136897	MRPL50	9	101353712	101354010	NA
ENSG00000136870	ZNF189	9	101315539	101315848	NA
ENSG00000136870	ZNF189	9	101323813	101324311	NA
ENSG00000136870	ZNF189	9	101324420	101324647	NA
ENSG00000136870	ZNF189	9	101326543	101326745	NA
ENSG00000136870	ZNF189	9	101353712	101354010	NA
ENSG00000136872	ALDOB	9	101353712	101354010	NA
ENSG00000165029	ABCA1	9	104873234	104873377	NA
ENSG00000070214	SLC44A1	9	105206900	105207246	NA
ENSG00000070214	SLC44A1	9	105219381	105219656	NA
ENSG00000070214	SLC44A1	9	105299475	105299762	NA
ENSG00000136826	KLF4	9	107504562	107505114	NA
ENSG00000136826	KLF4	9	107539417	107539755	NA
ENSG00000136826	KLF4	9	107548381	107548633	NA
ENSG00000119326	CTNNAL1	9	109036101	109036413	NA
ENSG00000106771	TMEM245	9	109036101	109036413	NA
ENSG00000106771	TMEM245	9	109114284	109114859	NA
ENSG00000260230	FRRS1L	9	109114284	109114859	NA
ENSG00000260230	FRRS1L	9	109117795	109118110	NA
ENSG00000260230	FRRS1L	9	109245575	109245814	NA
ENSG00000260230	FRRS1L	9	109251032	109251854	NA
ENSG00000260230	FRRS1L	9	109248210	109248565	NA
ENSG00000095203	EPB41L4B	9	109245575	109245814	NA
ENSG00000095203	EPB41L4B	9	109251032	109251854	NA
ENSG00000095203	EPB41L4B	9	109248210	109248565	NA
ENSG00000070159	PTPN3	9	109507396	109507753	NA
ENSG00000188959	C9orf152	9	110115999	110116325	NA
ENSG00000188959	C9orf152	9	110116506	110116842	NA
ENSG00000188959	C9orf152	9	110125778	110125956	NA
ENSG00000188959	C9orf152	9	110189027	110189459	NA
ENSG00000188959	C9orf152	9	110194348	110194576	NA
ENSG00000136810	TXN	9	110189027	110189459	NA
ENSG00000136810	TXN	9	110194348	110194576	NA
ENSG00000165124	SVEP1	9	110536847	110537155	NA
ENSG00000165124	SVEP1	9	110555982	110556349	NA
ENSG00000165124	SVEP1	9	110671973	110672226	NA
ENSG00000030304	MUSK	9	110671973	110672226	NA
ENSG00000030304	MUSK	9	110744974	110745317	NA
ENSG00000171133	OR2K2	9	111301235	111301540	NA
ENSG00000171133	OR2K2	9	111348823	111349172	NA
ENSG00000136813	ECPAS	9	111481906	111482125	NA
ENSG00000173258	ZNF483	9	111481906	111482125	NA
ENSG00000059769	DNAJC25	9	111728731	111728994	NA
ENSG00000244115	DNAJC25-GNG10	9	111728731	111728994	NA
ENSG00000242616	GNG10	9	111728731	111728994	NA
ENSG00000165181	SHOC1	9	111728731	111728994	NA
ENSG00000148154	UGCG	9	111965519	111965794	NA
ENSG00000148154	UGCG	9	111959592	111959906	NA
ENSG00000106868	SUSD1	9	112166243	112166570	NA
ENSG00000229314	ORM1	9	114351955	114352333	NA
ENSG00000228278	ORM2	9	114351955	114352333	NA
ENSG00000106948	AKNA	9	114351955	114352333	NA
ENSG00000106952	TNFSF8	9	114908145	114908352	NA
ENSG00000182752	PAPPA	9	116087940	116088108	NA
ENSG00000182752	PAPPA	9	116101637	116101842	NA
ENSG00000182752	PAPPA	9	116207867	116208188	NA
ENSG00000182752	PAPPA	9	116238324	116238785	NA
ENSG00000182752	PAPPA	9	116232359	116233488	NA
ENSG00000136869	TLR4	9	117672462	117672641	NA
ENSG00000136861	CDK5RAP2	9	120532490	120532761	NA
ENSG00000136861	CDK5RAP2	9	120650360	120650696	NA
ENSG00000106780	MEGF9	9	120650360	120650696	NA
ENSG00000106780	MEGF9	9	120735483	120735848	NA
ENSG00000106780	MEGF9	9	120759304	120759505	NA
ENSG00000106780	MEGF9	9	120684374	120684588	NA
ENSG00000119402	FBXW2	9	120735483	120735848	NA
ENSG00000119402	FBXW2	9	120759304	120759505	NA
ENSG00000214654	B3GNT10	9	120735483	120735848	NA
ENSG00000214654	B3GNT10	9	120759304	120759505	NA
ENSG00000095261	PSMD5	9	120759304	120759505	NA
ENSG00000119396	RAB14	9	121287035	121287248	NA
ENSG00000119396	RAB14	9	121322235	121322709	NA
ENSG00000148180	GSN	9	121287035	121287248	NA
ENSG00000148175	STOM	9	121287035	121287248	NA
ENSG00000148175	STOM	9	121322235	121322709	NA
ENSG00000148175	STOM	9	121323039	121323379	NA
ENSG00000148175	STOM	9	121326007	121326452	NA
ENSG00000148175	STOM	9	121372444	121373435	NA
ENSG00000188394	GPR21	9	123049855	123050125	NA
ENSG00000136930	PSMB7	9	124510865	124511093	NA
ENSG00000180264	ADGRD2	9	124510865	124511093	NA
ENSG00000136931	NR5A1	9	124510865	124511093	NA
ENSG00000169155	ZBTB43	9	126791554	126791855	NA
ENSG00000177125	ZBTB34	9	126791554	126791855	NA
ENSG00000136895	GARNL3	9	127311443	127311788	NA
ENSG00000136856	SLC2A8	9	127311443	127311788	NA
ENSG00000196152	ZNF79	9	127506673	127506870	NA
ENSG00000197958	RPL12	9	127506673	127506870	NA
ENSG00000197958	RPL12	9	127545840	127546119	NA
ENSG00000197958	RPL12	9	127545383	127545605	NA
ENSG00000148356	LRSAM1	9	127506673	127506870	NA
ENSG00000148356	LRSAM1	9	127545840	127546119	NA
ENSG00000148356	LRSAM1	9	127545383	127545605	NA
ENSG00000136854	STXBP1	9	127506673	127506870	NA
ENSG00000136854	STXBP1	9	127545840	127546119	NA
ENSG00000136854	STXBP1	9	127545383	127545605	NA
ENSG00000136854	STXBP1	9	127570408	127570863	NA
ENSG00000167106	FAM102A	9	128055836	128056053	NA
ENSG00000167106	FAM102A	9	128043780	128043986	NA
ENSG00000171169	NAIF1	9	128055836	128056053	NA
ENSG00000171169	NAIF1	9	128043780	128043986	NA
ENSG00000148339	SLC25A25	9	128055836	128056053	NA
ENSG00000148339	SLC25A25	9	128043780	128043986	NA
ENSG00000148334	PTGES2	9	128055836	128056053	NA
ENSG00000148334	PTGES2	9	128043780	128043986	NA
ENSG00000148346	LCN2	9	128055836	128056053	NA
ENSG00000160445	ZER1	9	128870699	128870934	NA
ENSG00000107021	TBC1D13	9	128874466	128874847	NA
ENSG00000107021	TBC1D13	9	128875868	128876068	NA
ENSG00000107021	TBC1D13	9	128870699	128870934	NA
ENSG00000107021	TBC1D13	9	128878478	128878753	NA
ENSG00000167136	ENDOG	9	128874466	128874847	NA
ENSG00000167136	ENDOG	9	128875868	128876068	NA
ENSG00000167136	ENDOG	9	128870699	128870934	NA
ENSG00000167136	ENDOG	9	128878478	128878753	NA
ENSG00000167136	ENDOG	9	128911577	128911902	NA
ENSG00000167136	ENDOG	9	128917128	128917407	NA
ENSG00000167136	ENDOG	9	128912473	128912708	NA
ENSG00000198917	SPOUT1	9	128874466	128874847	NA
ENSG00000198917	SPOUT1	9	128875868	128876068	NA
ENSG00000198917	SPOUT1	9	128870699	128870934	NA
ENSG00000198917	SPOUT1	9	128878478	128878753	NA
ENSG00000198917	SPOUT1	9	128911577	128911902	NA
ENSG00000198917	SPOUT1	9	128917128	128917407	NA
ENSG00000198917	SPOUT1	9	128912473	128912708	NA
ENSG00000198917	SPOUT1	9	128920376	128920936	NA
ENSG00000171097	KYAT1	9	128874466	128874847	NA
ENSG00000171097	KYAT1	9	128875868	128876068	NA
ENSG00000171097	KYAT1	9	128870699	128870934	NA
ENSG00000171097	KYAT1	9	128878478	128878753	NA
ENSG00000171097	KYAT1	9	128911577	128911902	NA
ENSG00000171097	KYAT1	9	128917128	128917407	NA
ENSG00000171097	KYAT1	9	128912473	128912708	NA
ENSG00000171097	KYAT1	9	128920376	128920936	NA
ENSG00000136802	LRRC8A	9	128874466	128874847	NA
ENSG00000136802	LRRC8A	9	128875868	128876068	NA
ENSG00000136802	LRRC8A	9	128870699	128870934	NA
ENSG00000136802	LRRC8A	9	128878478	128878753	NA
ENSG00000136802	LRRC8A	9	128911577	128911902	NA
ENSG00000136802	LRRC8A	9	128917128	128917407	NA
ENSG00000136802	LRRC8A	9	128912473	128912708	NA
ENSG00000136802	LRRC8A	9	128920376	128920936	NA
ENSG00000175287	PHYHD1	9	128874466	128874847	NA
ENSG00000175287	PHYHD1	9	128875868	128876068	NA
ENSG00000175287	PHYHD1	9	128870699	128870934	NA
ENSG00000175287	PHYHD1	9	128878478	128878753	NA
ENSG00000175287	PHYHD1	9	128911577	128911902	NA
ENSG00000175287	PHYHD1	9	128917128	128917407	NA
ENSG00000175287	PHYHD1	9	128912473	128912708	NA
ENSG00000251184	AL672142.1	9	128874466	128874847	NA
ENSG00000251184	AL672142.1	9	128875868	128876068	NA
ENSG00000251184	AL672142.1	9	128870699	128870934	NA
ENSG00000251184	AL672142.1	9	128878478	128878753	NA
ENSG00000251184	AL672142.1	9	128911577	128911902	NA
ENSG00000251184	AL672142.1	9	128917128	128917407	NA
ENSG00000251184	AL672142.1	9	128912473	128912708	NA
ENSG00000251184	AL672142.1	9	128920376	128920936	NA
ENSG00000175283	DOLK	9	128874466	128874847	NA
ENSG00000175283	DOLK	9	128875868	128876068	NA
ENSG00000175283	DOLK	9	128870699	128870934	NA
ENSG00000175283	DOLK	9	128878478	128878753	NA
ENSG00000175283	DOLK	9	128911577	128911902	NA
ENSG00000175283	DOLK	9	128917128	128917407	NA
ENSG00000175283	DOLK	9	128912473	128912708	NA
ENSG00000175283	DOLK	9	128920376	128920936	NA
ENSG00000095319	NUP188	9	128874466	128874847	NA
ENSG00000095319	NUP188	9	128875868	128876068	NA
ENSG00000095319	NUP188	9	128870699	128870934	NA
ENSG00000095319	NUP188	9	128878478	128878753	NA
ENSG00000095319	NUP188	9	128911577	128911902	NA
ENSG00000095319	NUP188	9	128917128	128917407	NA
ENSG00000095319	NUP188	9	128912473	128912708	NA
ENSG00000095319	NUP188	9	128920376	128920936	NA
ENSG00000148335	NTMT1	9	129548295	129548471	NA
ENSG00000148335	NTMT1	9	129570529	129570701	NA
ENSG00000148335	NTMT1	9	129596995	129597214	NA
ENSG00000148335	NTMT1	9	129656871	129657095	NA
ENSG00000179058	C9orf50	9	129548295	129548471	NA
ENSG00000179058	C9orf50	9	129570529	129570701	NA
ENSG00000179058	C9orf50	9	129596995	129597214	NA
ENSG00000179058	C9orf50	9	129656871	129657095	NA
ENSG00000148331	ASB6	9	129548295	129548471	NA
ENSG00000148331	ASB6	9	129570529	129570701	NA
ENSG00000148331	ASB6	9	129596995	129597214	NA
ENSG00000148331	ASB6	9	129656871	129657095	NA
ENSG00000167157	PRRX2	9	129570529	129570701	NA
ENSG00000167157	PRRX2	9	129596995	129597214	NA
ENSG00000167157	PRRX2	9	129656871	129657095	NA
ENSG00000148344	PTGES	9	129656871	129657095	NA
ENSG00000148344	PTGES	9	129773736	129773976	NA
ENSG00000136816	TOR1B	9	129773736	129773976	NA
ENSG00000136827	TOR1A	9	129773736	129773976	NA
ENSG00000136819	C9orf78	9	129773736	129773976	NA
ENSG00000136878	USP20	9	129773736	129773976	NA
ENSG00000130707	ASS1	9	130451951	130452347	NA
ENSG00000188710	QRFP	9	130946820	130947154	NA
ENSG00000188710	QRFP	9	130961798	130962179	NA
ENSG00000130720	FIBCD1	9	130946820	130947154	NA
ENSG00000130720	FIBCD1	9	130961798	130962179	NA
ENSG00000050555	LAMC3	9	130946820	130947154	NA
ENSG00000050555	LAMC3	9	130961798	130962179	NA
ENSG00000130723	PRRC2B	9	131415766	131415947	NA
ENSG00000130714	POMT1	9	131415766	131415947	NA
ENSG00000160563	MED27	9	132008411	132008728	NA
ENSG00000196363	WDR5	9	134231292	134231514	NA
ENSG00000186350	RXRA	9	134231292	134231514	NA
ENSG00000186350	RXRA	9	134375081	134375339	NA
ENSG00000130635	COL5A1	9	134602615	134602876	NA
ENSG00000130635	COL5A1	9	134670075	134670368	NA
ENSG00000244187	TMEM141	9	136884954	136885273	NA
ENSG00000272896	AL355987.3	9	136884954	136885273	NA
ENSG00000213213	CCDC183	9	136884954	136885273	NA
ENSG00000196642	RABL6	9	136884954	136885273	NA
ENSG00000196642	RABL6	9	136903382	136903646	NA
ENSG00000232434	AJM1	9	136884954	136885273	NA
ENSG00000232434	AJM1	9	136903382	136903646	NA
ENSG00000054148	PHPT1	9	136884954	136885273	NA
ENSG00000054148	PHPT1	9	136903382	136903646	NA
ENSG00000177943	MAMDC4	9	136884954	136885273	NA
ENSG00000177943	MAMDC4	9	136903382	136903646	NA
ENSG00000107223	EDF1	9	136884954	136885273	NA
ENSG00000107223	EDF1	9	136903382	136903646	NA
ENSG00000127191	TRAF2	9	136884954	136885273	NA
ENSG00000127191	TRAF2	9	136903382	136903646	NA
ENSG00000159069	FBXW5	9	136884954	136885273	NA
ENSG00000159069	FBXW5	9	136903382	136903646	NA
ENSG00000176919	C8G	9	136884954	136885273	NA
ENSG00000176919	C8G	9	136903382	136903646	NA
ENSG00000184925	LCN12	9	136884954	136885273	NA
ENSG00000184925	LCN12	9	136903382	136903646	NA
ENSG00000107317	PTGDS	9	136884954	136885273	NA
ENSG00000107317	PTGDS	9	136903382	136903646	NA
ENSG00000107317	PTGDS	9	137057059	137057407	NA
ENSG00000214402	LCNL1	9	136884954	136885273	NA
ENSG00000214402	LCNL1	9	136903382	136903646	NA
ENSG00000214402	LCNL1	9	137057059	137057407	NA
ENSG00000148362	PAXX	9	136903382	136903646	NA
ENSG00000148362	PAXX	9	137057059	137057407	NA
ENSG00000169583	CLIC3	9	136903382	136903646	NA
ENSG00000169583	CLIC3	9	137057059	137057407	NA
ENSG00000107331	ABCA2	9	137057059	137057407	NA
ENSG00000180549	FUT7	9	137057059	137057407	NA
ENSG00000279073	AL807752.6	9	137057059	137057407	NA
ENSG00000107281	NPDC1	9	137057059	137057407	NA
ENSG00000054179	ENTPD2	9	137057059	137057407	NA
ENSG00000186193	SAPCD2	9	137057059	137057407	NA
ENSG00000197355	UAP1L1	9	137057059	137057407	NA
ENSG00000177239	MAN1B1	9	137057059	137057407	NA
ENSG00000176978	DPP7	9	137057059	137057407	NA
ENSG00000176884	GRIN1	9	137057059	137057407	NA
ENSG00000130653	PNPLA7	9	137612228	137612536	NA
ENSG00000182154	MRPL41	9	137612228	137612536	NA
ENSG00000148399	DPH7	9	137612228	137612536	NA
ENSG00000148399	DPH7	9	137664651	137665095	NA
ENSG00000165724	ZMYND19	9	137612228	137612536	NA
ENSG00000165724	ZMYND19	9	137664651	137665095	NA
ENSG00000165724	ZMYND19	9	137690142	137690462	NA
ENSG00000197070	ARRDC1	9	137612228	137612536	NA
ENSG00000197070	ARRDC1	9	137664651	137665095	NA
ENSG00000197070	ARRDC1	9	137690142	137690462	NA
ENSG00000181090	EHMT1	9	137612228	137612536	NA
ENSG00000181090	EHMT1	9	137664651	137665095	NA
ENSG00000181090	EHMT1	9	137690142	137690462	NA
ENSG00000067057	PFKP	10	3045613	3045846	NA
ENSG00000067057	PFKP	10	3091387	3091842	NA
ENSG00000067057	PFKP	10	3095378	3095844	NA
ENSG00000067057	PFKP	10	3107262	3107874	NA
ENSG00000107959	PITRM1	10	3091387	3091842	NA
ENSG00000107959	PITRM1	10	3095378	3095844	NA
ENSG00000107959	PITRM1	10	3107262	3107874	NA
ENSG00000067082	KLF6	10	3754911	3755264	NA
ENSG00000067082	KLF6	10	3810131	3810592	NA
ENSG00000067082	KLF6	10	3805217	3805555	NA
ENSG00000067082	KLF6	10	3852085	3852853	NA
ENSG00000067082	KLF6	10	3861081	3861353	NA
ENSG00000165568	AKR1E2	10	4726026	4726357	NA
ENSG00000165568	AKR1E2	10	4735241	4735511	NA
ENSG00000165568	AKR1E2	10	4736821	4737049	NA
ENSG00000151632	AKR1C2	10	4956945	4957272	NA
ENSG00000151632	AKR1C2	10	5009070	5009527	NA
ENSG00000151632	AKR1C2	10	5008648	5009015	NA
ENSG00000151632	AKR1C2	10	5025361	5025827	NA
ENSG00000151632	AKR1C2	10	5033496	5033705	NA
ENSG00000151632	AKR1C2	10	5071398	5072145	NA
ENSG00000151632	AKR1C2	10	5093292	5093627	NA
ENSG00000187134	AKR1C1	10	4956945	4957272	NA
ENSG00000187134	AKR1C1	10	5009070	5009527	NA
ENSG00000187134	AKR1C1	10	5008648	5009015	NA
ENSG00000187134	AKR1C1	10	5025361	5025827	NA
ENSG00000187134	AKR1C1	10	5033496	5033705	NA
ENSG00000196139	AKR1C3	10	4956945	4957272	NA
ENSG00000196139	AKR1C3	10	5009070	5009527	NA
ENSG00000196139	AKR1C3	10	5008648	5009015	NA
ENSG00000196139	AKR1C3	10	5025361	5025827	NA
ENSG00000196139	AKR1C3	10	5071398	5072145	NA
ENSG00000196139	AKR1C3	10	5093292	5093627	NA
ENSG00000264006	AKR1C8P	10	5093292	5093627	NA
ENSG00000264006	AKR1C8P	10	5148341	5148582	NA
ENSG00000198610	AKR1C4	10	5148341	5148582	NA
ENSG00000198610	AKR1C4	10	5291815	5292033	NA
ENSG00000178473	UCN3	10	5297533	5297772	NA
ENSG00000178473	UCN3	10	5291815	5292033	NA
ENSG00000196372	ASB13	10	5631937	5632350	NA
ENSG00000108021	TASOR2	10	5631937	5632350	NA
ENSG00000198879	SFMBT2	10	7354699	7355002	NA
ENSG00000198879	SFMBT2	10	7466148	7466429	NA
ENSG00000123243	ITIH5	10	7700707	7700978	NA
ENSG00000151655	ITIH2	10	7700707	7700978	NA
ENSG00000151657	KIN	10	7700707	7700978	NA
ENSG00000165629	ATP5F1C	10	7700707	7700978	NA
ENSG00000165632	TAF3	10	7892245	7892499	NA
ENSG00000134463	ECHDC3	10	11825833	11826062	NA
ENSG00000134463	ECHDC3	10	11747239	11747489	NA
ENSG00000148426	PROSER2	10	11825833	11826062	NA
ENSG00000148426	PROSER2	10	11898311	11898588	NA
ENSG00000148426	PROSER2	10	11747239	11747489	NA
ENSG00000165609	NUDT5	10	12246750	12247667	NA
ENSG00000165609	NUDT5	10	12270889	12271193	NA
ENSG00000151465	CDC123	10	12246750	12247667	NA
ENSG00000151465	CDC123	10	12270889	12271193	NA
ENSG00000183049	CAMK1D	10	12270889	12271193	NA
ENSG00000183049	CAMK1D	10	12333644	12333985	NA
ENSG00000152457	DCLRE1C	10	15043704	15044011	NA
ENSG00000197889	MEIG1	10	15043704	15044011	NA
ENSG00000152463	OLAH	10	15043704	15044011	NA
ENSG00000176244	ACBD7	10	15043704	15044011	NA
ENSG00000152464	RPP38	10	15043704	15044011	NA
ENSG00000241058	NSUN6	10	18610567	18610733	NA
ENSG00000165997	ARL5B	10	18610567	18610733	NA
ENSG00000078114	NEBL	10	21097487	21097859	NA
ENSG00000078114	NEBL	10	21194424	21195014	NA
ENSG00000078114	NEBL	10	21241432	21241679	NA
ENSG00000078114	NEBL	10	21134895	21135420	NA
ENSG00000078114	NEBL	10	21184271	21184648	NA
ENSG00000151023	ENKUR	10	25085697	25085978	NA
ENSG00000185875	THNSL1	10	25062485	25062751	NA
ENSG00000185875	THNSL1	10	25085697	25085978	NA
ENSG00000151025	GPR158	10	25085697	25085978	NA
ENSG00000197321	SVIL	10	29714447	29714683	NA
ENSG00000197321	SVIL	10	29784444	29784689	NA
ENSG00000197321	SVIL	10	29797681	29797882	NA
ENSG00000197321	SVIL	10	29811839	29812440	NA
ENSG00000197321	SVIL	10	29804118	29804499	NA
ENSG00000165757	JCAD	10	30055324	30055740	NA
ENSG00000151033	LYZL2	10	30536605	30536921	NA
ENSG00000165322	ARHGAP12	10	31940897	31941214	NA
ENSG00000165322	ARHGAP12	10	31947576	31947790	NA
ENSG00000120616	EPC1	10	32372333	32372674	NA
ENSG00000216937	CCDC7	10	32372333	32372674	NA
ENSG00000150093	ITGB1	10	32953045	32953639	NA
ENSG00000150093	ITGB1	10	33010117	33010487	NA
ENSG00000099250	NRP1	10	33264271	33264516	NA
ENSG00000108100	CCNY	10	35267678	35267878	NA
