"Geneid" "ensemblid" "Length" "gene.name" "pvalue" "mean.expression" "fdr"
"ENSG00000100221.9" "ENSG00000100221" 4326 "JOSD1" 0.0139269747026111 873.608695652174 0.219247526016308
"ENSG00000136425.11" "ENSG00000136425" 2146 "CIB2" 0.459396638298167 299.695652173913 1
"ENSG00000068383.17" "ENSG00000068383" 3706 "INPP5A" 0.0832621463313836 712.391304347826 0.584576477768845
"ENSG00000173456.4" "ENSG00000173456" 2787 "RNF26" 0.376317272699018 858.108695652174 1
"ENSG00000068308.12" "ENSG00000068308" 3592 "OTUD5" 0.685113480565798 778.282608695652 1
"ENSG00000169976.6" "ENSG00000169976" 693 "SF3B5" 0.389130882997804 335.173913043478 1
"ENSG00000168806.7" "ENSG00000168806" 6957 "LCMT2" 0.436740059868477 328.152173913043 1
"ENSG00000125755.17" "ENSG00000125755" 10628 "SYMPK" 0.346215792447561 2131.02173913043 1
"ENSG00000131459.11" "ENSG00000131459" 4780 "GFPT2" 0.311268754683714 1355.19565217391 1
"ENSG00000149823.6" "ENSG00000149823" 4878 "VPS51" 0.340956185055016 1413.04347826087 1
"ENSG00000171490.11" "ENSG00000171490" 6167 "RSL1D1" 0.983959867001859 4017.0652173913 1
"ENSG00000139496.14" "ENSG00000139496" 10422 "NUP58" 0.00676275573407395 2397.0652173913 0.134909350723299
"ENSG00000130414.10" "ENSG00000130414" 9517 "NDUFA10" 0.53167128367201 1425.34782608696 1
"ENSG00000113712.15" "ENSG00000113712" 7745 "CSNK1A1" 0.675406629960191 2537.95652173913 1
"ENSG00000169490.15" "ENSG00000169490" 4459 "TM2D2" 0.212012111175391 2056.0652173913 0.865725662990897
"ENSG00000125249.6" "ENSG00000125249" 5570 "RAP2A" 0.28467948150384 1276.69565217391 0.977366695793651
"ENSG00000196510.11" "ENSG00000196510" 6009 "ANAPC7" 0.446614877975788 1531.45652173913 1
"ENSG00000088256.7" "ENSG00000088256" 6242 "GNA11" 0.230147971510235 1143.04347826087 0.903508910371672
"ENSG00000099968.16" "ENSG00000099968" 7662 "BCL2L13" 0.618941593521518 1426.78260869565 1
"ENSG00000066084.11" "ENSG00000066084" 10361 "DIP2B" 0.592847901226024 2897.23913043478 1
"ENSG00000131873.5" "ENSG00000131873" 5555 "CHSY1" 0.0813517048227232 1620.34782608696 0.579603463350596
"ENSG00000142166.11" "ENSG00000142166" 6301 "IFNAR1" 0.542719376504055 1949.97826086957 1
"ENSG00000157985.16" "ENSG00000157985" 13898 "AGAP1" 0.0158069109312407 1295.58695652174 0.238178722933292
"ENSG00000128487.15" "ENSG00000128487" 13676 "SPECC1" 0.202862307826436 3283.78260869565 0.850512415651991
"ENSG00000081177.17" "ENSG00000081177" 6263 "EXD2" 0.322510001846238 1092.13043478261 1
"ENSG00000118762.6" "ENSG00000118762" 5498 "PKD2" 0.0278276480529887 3228.76086956522 0.337429758859045
"ENSG00000073008.13" "ENSG00000073008" 3519 "PVR" 0.00974243789022304 3278.95652173913 0.173411380492749
"ENSG00000122779.15" "ENSG00000122779" 9223 "TRIM24" 0.160707644936669 1247.15217391304 0.800751315630659
"ENSG00000072571.18" "ENSG00000072571" 3936 "HMMR" 0.015073045798043 1729.26086956522 0.230477829179328
"ENSG00000100813.13" "ENSG00000100813" 9110 "ACIN1" 0.926392552411673 1891.21739130435 1
"ENSG00000164338.8" "ENSG00000164338" 6321 "UTP15" 0.214753097089203 1695.32608695652 0.871551218269065
"ENSG00000116698.19" "ENSG00000116698" 8317 "SMG7" 0.293229728351868 1804.02173913043 0.992295748180191
"ENSG00000108506.10" "ENSG00000108506" 7138 "INTS2" 0.25558247918968 2413.15217391304 0.926781121174855
"ENSG00000137812.18" "ENSG00000137812" 10250 "KNL1" 0.0697034328546846 2311.45652173913 0.535145053230501
"ENSG00000148484.16" "ENSG00000148484" 4191 "RSU1" 0.50359563688622 2965.58695652174 1
"ENSG00000122042.9" "ENSG00000122042" 4384 "UBL3" 0.950742983588962 2372.54347826087 1
"ENSG00000123384.12" "ENSG00000123384" 20839 "LRP1" 0.0711905956689215 1451.28260869565 0.541544560161411
"ENSG00000185658.12" "ENSG00000185658" 19794 "BRWD1" 0.269660771889783 1766.04347826087 0.954666697516225
"ENSG00000112977.14" "ENSG00000112977" 3361 "DAP" 0.0571959691710523 1366.71739130435 0.485732070116927
"ENSG00000119383.18" "ENSG00000119383" 5624 "PTPA" 0.0870142409309679 1707.4347826087 0.600727767384258
"ENSG00000198793.11" "ENSG00000198793" 12119 "MTOR" 0.887139300073333 1584.76086956522 1
"ENSG00000165699.12" "ENSG00000165699" 9911 "TSC1" 0.605333264054165 1451.19565217391 1
"ENSG00000111707.10" "ENSG00000111707" 5731 "SUDS3" 0.209800177966045 1793.26086956522 0.86124088737489
"ENSG00000143390.16" "ENSG00000143390" 4586 "RFX5" 0.682543824644458 1205.52173913043 1
"ENSG00000101639.17" "ENSG00000101639" 9901 "CEP192" 0.0731692426956929 1360.32608695652 0.548728494229832
"ENSG00000180776.14" "ENSG00000180776" 5574 "ZDHHC20" 0.0512084298000448 2835.69565217391 0.476425082232904
"ENSG00000102908.19" "ENSG00000102908" 16401 "NFAT5" 0.0218624866368669 2546.89130434783 0.291642871472788
"ENSG00000115761.14" "ENSG00000115761" 3824 "NOL10" 0.418413299260097 3638.67391304348 1
"ENSG00000169047.5" "ENSG00000169047" 9953 "IRS1" 0.96897376112491 1302.52173913043 1
"ENSG00000067596.9" "ENSG00000067596" 9302 "DHX8" 0.740322397447337 2160.5652173913 1
"ENSG00000173113.5" "ENSG00000173113" 1625 "TRMT112" 0.347144387597714 1807.36956521739 1
"ENSG00000197323.9" "ENSG00000197323" 9574 "TRIM33" 0.089665105282568 1024.04347826087 0.609829592129266
"ENSG00000157625.14" "ENSG00000157625" 12711 "TAB3" 0.936989917392705 1379.91304347826 1
"ENSG00000111775.2" "ENSG00000111775" 1344 "COX6A1" 0.590689658484609 1106.45652173913 1
"ENSG00000087053.17" "ENSG00000087053" 6119 "MTMR2" 0.439641447899869 3315.97826086957 1
"ENSG00000101911.11" "ENSG00000101911" 2758 "PRPS2" 0.0667958367796056 2949.52173913043 0.523756875912766
"ENSG00000024048.9" "ENSG00000024048" 8840 "UBR2" 0.468546883698822 1429.76086956522 1
"ENSG00000134291.10" "ENSG00000134291" 3475 "TMEM106C" 0.00672761093692005 2020.86956521739 0.134826405665254
"ENSG00000134313.13" "ENSG00000134313" 11082 "KIDINS220" 0.292927132021629 2492.26086956522 0.992083218185891
"ENSG00000176095.10" "ENSG00000176095" 5200 "IP6K1" 0.802993395001911 1318.82608695652 1
"ENSG00000068120.13" "ENSG00000068120" 4032 "COASY" 0.870668049464616 2388.13043478261 1
"ENSG00000119900.7" "ENSG00000119900" 9051 "OGFRL1" 0.054960109815604 2887.15217391304 0.481660338241549
"ENSG00000151929.8" "ENSG00000151929" 2747 "BAG3" 0.0340749063848825 2767.47826086957 0.382143208503245
"ENSG00000147457.12" "ENSG00000147457" 4698 "CHMP7" 0.488054199236321 1482.45652173913 1
"ENSG00000104343.18" "ENSG00000104343" 9090 "UBE2W" 0.577566398961658 1906.5 1
"ENSG00000128245.13" "ENSG00000128245" 2453 "YWHAH" 0.0231006427037531 2004.5652173913 0.301314680321566
"ENSG00000149948.12" "ENSG00000149948" 15403 "HMGA2" 0.0360733525628655 1645.97826086957 0.395114919061897
"ENSG00000109920.11" "ENSG00000109920" 7596 "FNBP4" 0.347515338569753 1436.52173913043 1
"ENSG00000138035.13" "ENSG00000138035" 5134 "PNPT1" 0.112351637351488 3014.71739130435 0.679025218594463
"ENSG00000131238.15" "ENSG00000131238" 3306 "PPT1" 0.123378583492337 1313.02173913043 0.708200328876058
"ENSG00000168958.18" "ENSG00000168958" 6150 "MFF" 0.458165921722936 3578.32608695652 1
"ENSG00000119522.14" "ENSG00000119522" 10256 "DENND1A" 0.199577521166137 1084.45652173913 0.845672231760095
"ENSG00000011454.15" "ENSG00000011454" 9162 "RABGAP1" 0.565143564779373 2196.02173913043 1
"ENSG00000100220.10" "ENSG00000100220" 2948 "RTCB" 0.193988941041032 1849.95652173913 0.845672231760095
"ENSG00000117298.13" "ENSG00000117298" 7265 "ECE1" 0.0282337055016431 2435.71739130435 0.339755508702292
"ENSG00000213699.7" "ENSG00000213699" 3902 "SLC35F6" 0.136728640162598 2791.08695652174 0.745883566658224
"ENSG00000152683.13" "ENSG00000152683" 5410 "SLC30A6" 0.172540835625774 3964.26086956522 0.810629397265187
"ENSG00000177971.8" "ENSG00000177971" 2565 "IMP3" 0.133149435022073 1681.10869565217 0.737285304068662
"ENSG00000102081.12" "ENSG00000102081" 8827 "FMR1" 0.0557432638257274 2335.95652173913 0.481660338241549
"ENSG00000133059.15" "ENSG00000133059" 8339 "DSTYK" 0.057295926510471 1211.15217391304 0.486054794717554
"ENSG00000120253.12" "ENSG00000120253" 4432 "NUP43" 0.219194664964666 2727.82608695652 0.880958928902777
"ENSG00000165525.16" "ENSG00000165525" 9426 "NEMF" 0.41264654247297 3008 1
"ENSG00000111647.11" "ENSG00000111647" 6616 "UHRF1BP1L" 0.0661701517296134 1689.47826086957 0.521044601169622
"ENSG00000173418.10" "ENSG00000173418" 2376 "NAA20" 0.0579505194324602 1441.69565217391 0.488709044455311
"ENSG00000114439.17" "ENSG00000114439" 11877 "BBX" 0.533965578396573 3625.71739130435 1
"ENSG00000145782.11" "ENSG00000145782" 8888 "ATG12" 0.264755402571812 2045.08695652174 0.944623572650702
"ENSG00000100462.14" "ENSG00000100462" 3467 "PRMT5" 0.5579365568041 3538.15217391304 1
"ENSG00000188153.11" "ENSG00000188153" 8738 "COL4A5" 0.0168865368090229 1386.97826086957 0.249230943343126
"ENSG00000117602.10" "ENSG00000117602" 7077 "RCAN3" 0.440778560468143 1311.34782608696 1
"ENSG00000162522.9" "ENSG00000162522" 5965 "KIAA1522" 0.201624054001532 1380.13043478261 0.847271366597354
"ENSG00000104064.15" "ENSG00000104064" 11726 "GABPB1" 0.00521809450162023 1607.21739130435 0.112837329188951
"ENSG00000196935.7" "ENSG00000196935" 26641 "SRGAP1" 0.917857429342567 2405.17391304348 1
"ENSG00000169599.11" "ENSG00000169599" 2197 "NFU1" 0.642257085970957 1243.17391304348 1
"ENSG00000163558.11" "ENSG00000163558" 5841 "PRKCI" 0.437328959135648 2471.04347826087 1
"ENSG00000055070.15" "ENSG00000055070" 4747 "SZRD1" 0.0149115988486944 1716.45652173913 0.228734018048588
"ENSG00000170471.13" "ENSG00000170471" 12624 "RALGAPB" 0.285054606912831 3425.67391304348 0.978265875505489
"ENSG00000127837.8" "ENSG00000127837" 3140 "AAMP" 0.530395040167438 1470.5652173913 1
"ENSG00000164091.10" "ENSG00000164091" 5726 "WDR82" 0.283254207006134 2747.04347826087 0.975862842307464
"ENSG00000172775.15" "ENSG00000172775" 4347 "FAM192A" 0.488639972134429 1345.0652173913 1
"ENSG00000162736.14" "ENSG00000162736" 4175 "NCSTN" 0.570556819020924 1364.26086956522 1
"ENSG00000100941.7" "ENSG00000100941" 4201 "PNN" 0.134145616429389 2109.54347826087 0.739745561496969
"ENSG00000131507.10" "ENSG00000131507" 6024 "NDFIP1" 0.666255361521859 4216.71739130435 1
"ENSG00000145623.11" "ENSG00000145623" 7174 "OSMR" 0.686050059157195 4265.08695652174 1
"ENSG00000114867.18" "ENSG00000114867" 8257 "EIF4G1" 0.454859591832678 8822.80434782609 1
"ENSG00000091317.7" "ENSG00000091317" 4413 "CMTM6" 0.230359939690222 5908.91304347826 0.903968093965073
"ENSG00000140350.14" "ENSG00000140350" 7544 "ANP32A" 0.110057438512672 10223.6739130435 0.672060077397031
"ENSG00000170004.15" "ENSG00000170004" 9758 "CHD3" 0.119421145279482 4469.80434782609 0.69834178961026
"ENSG00000119314.14" "ENSG00000119314" 8239 "PTBP3" 0.00597608594526826 8061.47826086957 0.123827203229757
"ENSG00000121774.16" "ENSG00000121774" 3588 "KHDRBS1" 0.146439291425501 5690.08695652174 0.766562655000524
"ENSG00000113719.14" "ENSG00000113719" 14139 "ERGIC1" 0.0282650902505835 8438.82608695652 0.339872257182115
"ENSG00000170348.7" "ENSG00000170348" 4974 "TMED10" 0.869878957664408 9150.04347826087 1
"ENSG00000116560.9" "ENSG00000116560" 7426 "SFPQ" 0.0623759101020436 9934.82608695652 0.507695084201575
"ENSG00000213741.7" "ENSG00000213741" 9783 "RPS29" 0.0746772653586716 4128.82608695652 0.555560275607445
"ENSG00000115365.10" "ENSG00000115365" 5254 "LANCL1" 0.844845312249932 4104.69565217391 1
"ENSG00000130638.14" "ENSG00000130638" 5098 "ATXN10" 0.0276088373749981 6482.60869565217 0.33625962765848
"ENSG00000145907.13" "ENSG00000145907" 12406 "G3BP1" 0.0554998398512775 10901.6086956522 0.481660338241549
"ENSG00000110880.9" "ENSG00000110880" 6532 "CORO1C" 0.454783777893801 10950.347826087 1
"ENSG00000109133.11" "ENSG00000109133" 8240 "TMEM33" 0.623559806770353 4413.84782608696 1
"ENSG00000044115.19" "ENSG00000044115" 8830 "CTNNA1" 0.0608869656652189 7265.54347826087 0.501242186515508
"ENSG00000113407.12" "ENSG00000113407" 5718 "TARS" 0.0069693490560078 6182.58695652174 0.137844061136207
"ENSG00000117592.8" "ENSG00000117592" 2367 "PRDX6" 0.018641165869285 8917.71739130435 0.263551574397374
"ENSG00000068697.6" "ENSG00000068697" 1946 "LAPTM4A" 0.185490294741729 9479.32608695652 0.83885645787438
"ENSG00000014641.16" "ENSG00000014641" 4990 "MDH1" 0.653353844221425 8483.54347826087 1
"ENSG00000102931.6" "ENSG00000102931" 2155 "ARL2BP" 0.525636388132655 4244.60869565217 1
"ENSG00000066044.12" "ENSG00000066044" 7063 "ELAVL1" 0.184813756978683 4213.52173913043 0.837657173069183
"ENSG00000109606.11" "ENSG00000109606" 8162 "DHX15" 0.0160013313498382 7379.13043478261 0.240184394545233
"ENSG00000086061.14" "ENSG00000086061" 2730 "DNAJA1" 0.0850884654486107 18294.3695652174 0.593177230950705
"ENSG00000168906.11" "ENSG00000168906" 4487 "MAT2A" 0.0552712604153484 19448.6304347826 0.481660338241549
"ENSG00000082898.15" "ENSG00000082898" 11708 "XPO1" 0.184777659375436 33540.0869565217 0.837629695195299
"ENSG00000061676.13" "ENSG00000061676" 22520 "NCKAP1" 0.95123960289319 23253.9347826087 1
"ENSG00000141753.6" "ENSG00000141753" 2200 "IGFBP4" 0.865234232396146 37176.0434782609 1
"ENSG00000174444.13" "ENSG00000174444" 5637 "RPL4" 0.0984339632185961 23028.6956521739 0.638568251263569
"ENSG00000080824.17" "ENSG00000080824" 5248 "HSP90AA1" 0.0478148941017679 111230.891304348 0.46175766245525
